id,city,country,region,short_description,latitude,longitude,ideal_durations,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,safety,best_months
4fb79921-1f31-4ece-83eb-a16fb8f1f713,Innsbruck,Austria,Europe,"A gateway to the Austrian Alps, Innsbruck offers both historical charm and outdoor adventure.",47.269219,11.397277,"[""Short trip"",""Weekend"",""One week""]",Mid-range,4,5,5,1,3,4,3,3,3,Generally safe,"1,2,3,6,7,8,9,12"
2846d1f1-6928-4b2f-827d-62651285d11d,Hallstatt,Austria,Europe,"A UNESCO World Heritage Site, Hallstatt is known for its stunning lakeside setting and history.",47.556733,13.649528,"[""Weekend"",""Day trip""]",Mid-range,4,3,5,2,2,3,3,2,4,Generally safe,"4,5,9,10"
9df9e605-4b8c-4761-82e0-03b3d7b65735,Graz,Austria,Europe,"A city blending modern culture with historic architecture, featuring a vibrant arts scene.",47.070593,15.438261,"[""Weekend"",""Short trip""]",Mid-range,4,2,3,1,3,4,3,4,2,Generally safe,"4,5,9,10"
2540b349-2796-471d-bc12-c5a2fc04593b,Zell am See,Austria,Europe,Zell am See offers breathtaking views of the Alps and a range of recreational activities.,47.516804,13.032121,"[""Short trip"",""One week""]",Mid-range,2,5,5,2,2,3,4,1,4,Generally safe,"1,2,3,6,7,8,9,12"
3306b131-50c2-4e20-b465-b538cd19d061,Bregenz,Austria,Europe,"Bregenz is renowned for its lakeside festivals, including the famous Bregenz Festival on the lake.",47.510488,9.741326,"[""Weekend""]",Mid-range,3,3,4,2,2,3,3,2,3,Generally safe,"6,7,8,9"
814d251f-2054-4529-8b8f-fdc90021b169,Bad Gastein,Austria,Europe,"Bad Gastein is famous for its thermal baths, offering relaxation and wellness in the Alps.",47.320594,13.426595,"[""Short trip"",""One week""]",Mid-range,2,4,5,1,2,3,5,1,4,Generally safe,"1,2,3,6,7,8,9,12"
dc719666-f237-49af-a3be-23356ec22c80,Brussels,Belgium,Europe,"A political and cultural hub with impressive architecture, museums, and a vibrant arts scene.",50.850441,4.356949,"[""One week"",""Short trip"",""Weekend""]",Mid-range,4,2,3,1,3,4,3,4,2,"Generally safe, but watch out for pickpockets","4,5,9,10"
7eec9173-96b9-4375-8757-6f3e2142430f,Bruges,Belgium,Europe,"A UNESCO World Heritage Site, known as the ""Venice of the North"" for its romantic canals and bridges.",51.205937,3.210851,"[""Short trip"",""Weekend""]",Mid-range,5,2,3,1,3,4,3,3,4,Generally safe,"4,5,9,10"
9c564a1c-e6f6-433c-b969-0e07586b9a71,Ghent,Belgium,Europe,"Ghent is known for its rich history, including the famous Ghent Altarpiece and stunning medieval towers.",51.057089,3.715678,"[""Short trip"",""Weekend""]",Mid-range,5,2,3,1,4,4,3,4,2,Generally safe,"4,5,9,10"
146dd4f6-c69f-4b4e-b00b-30e1ceefc7f7,Antwerp,Belgium,Europe,"Antwerp boasts a lively arts scene, historic squares, and is a global hub for the diamond trade.",51.223581,4.415875,"[""One week"",""Weekend"",""Short trip""]",Mid-range,4,2,2,1,4,4,3,4,2,Generally safe,"4,5,9,10"
a458cbab-8029-4f98-84cc-641215573497,Leuven,Belgium,Europe,Leuven is home to one of the oldest universities in Europe and is known for its lively atmosphere.,50.872166,4.686716,"[""Weekend""]",Mid-range,4,2,2,1,4,4,2,4,2,Generally safe,"4,5,9,10"
dd1e4ab4-428c-4603-8d87-69283d4225cd,Dinant,Belgium,Europe,"Dinant is the birthplace of Adolphe Sax, inventor of the saxophone, and features striking riverside views.",50.275573,5.024897,"[""Weekend""]",Mid-range,3,3,4,1,2,3,2,2,3,Generally safe,"4,5,9,10"
bf5f43c1-8b3f-4b81-9775-7cb48496ba0e,Ypres,Belgium,Europe,"Ypres was the site of major WWI battles, now a center for remembrance with moving memorials.",50.841984,2.863538,"[""Weekend""]",Mid-range,5,1,2,1,1,3,2,2,3,Generally safe,"4,5,9,10"
a595686d-24b8-4457-93b1-981a999e4f67,Spa,Belgium,Europe,The town of Spa gave its name to the concept of health spas and is famous for its healing waters.,50.451977,5.965836,"[""Weekend""]",Mid-range,3,3,4,1,2,3,5,2,3,Generally safe,"4,5,9,10"
14e56e13-d340-4a04-ba10-aa96e1c63951,Ostend,Belgium,Europe,"Ostend offers a combination of seaside relaxation, culture, and lively entertainment on the Belgian coast.",51.333563,2.902675,"[""Weekend""]",Mid-range,3,2,3,4,3,3,3,3,2,Generally safe,"4,5,9,10"
81f83f33-d7b3-4efc-b0fb-28acc6e1b443,Namur,Belgium,Europe,Namur serves as the capital of Wallonia and offers rich history alongside beautiful riverside landscapes.,50.467063,4.886067,"[""Weekend""]",Mid-range,4,2,3,1,3,3,2,3,2,Generally safe,"4,5,9,10"
3502b542-33fe-4b8d-be62-138b0c173863,Copenhagen,Denmark,Europe,"Denmark's capital, famous for Nyhavn, the Little Mermaid statue, and a lively café scene.",55.676098,12.568337,"[""One week"",""Short trip"",""Weekend""]",Mid-range,5,2,3,2,4,4,3,5,2,Generally safe,"4,5,9,10"
adeecbb7-30e5-481d-b7c4-215ea8fe1c85,Aarhus,Denmark,Europe,"Denmark's second-largest city, a cultural hub with museums, festivals, and university life.",56.150947,10.217696,"[""Short trip"",""Weekend""]",Mid-range,4,2,3,3,3,4,3,4,3,Generally safe,"4,5,9,10"
5cef7123-6a4c-4e65-8494-ddac36f7ce08,Odense,Denmark,Europe,"A charming city with a strong literary history, scenic parks, and museums.",55.397081,10.395973,"[""Weekend""]",Mid-range,4,2,2,2,3,3,3,3,2,Generally safe,"4,5,9,10"
1dc31c56-8d54-4440-a240-adbaabc4f631,Toledo,Spain,Europe,"A historic hilltop city known for its medieval old town, cathedral and blend of cultures.",39.8628,-4.0273,"[""Weekend""]",Mid-range,5,1,2,2,1,2,2,1,4,Generally safe,"4,5,9,10"
e24d7c00-ce39-4918-930e-aa60158632f0,Roskilde,Denmark,Europe,Roskilde is a UNESCO site with a rich history and vibrant music culture.,55.652853,12.091578,"[""Weekend""]",Mid-range,4,2,2,2,4,3,2,3,2,Generally safe,"4,5,9,10"
bd1e5463-b902-4500-802f-1d934b1c945f,Helsingør,Denmark,Europe,A coastal town with historic significance and stunning seaside views.,56.033245,12.614037,"[""Weekend""]",Mid-range,5,2,2,2,2,3,2,3,2,Generally safe,"4,5,9,10"
3827c02f-1860-40d1-b9f8-c058d502d1da,Aalborg,Denmark,Europe,Aalborg offers a mix of modern culture and historical architecture.,57.033361,9.920094,"[""Weekend"",""Short trip""]",Mid-range,3,2,2,2,4,3,3,4,2,Generally safe,"4,5,9,10"
b9ed86db-5ffd-45d2-86ac-ce0f8be4d02d,Berlin,Germany,Europe,"Famous for the Brandenburg Gate, Berlin Wall, and rich cultural heritage.",52.520008,13.404954,"[""Short trip"",""Weekend"",""One week""]",Mid-range,5,3,2,1,5,4,3,5,2,"Generally safe, but watch for pickpockets","4,5,9,10"
353cbf6e-352f-4785-9200-28996f3a5286,Munich,Germany,Europe,"Known for its beer culture, historic Marienplatz, and beautiful English Garden.",48.137152,11.576123,"[""Day trip"",""Weekend"",""Short trip""]",Mid-range,5,3,3,1,4,4,3,5,2,Generally safe,"4,5,9,10"
b40129c2-55ae-4938-8993-1a64243b2246,Frankfurt,Germany,Europe,"Home to the European Central Bank, Goethe House, and impressive modern skyline.",50.110922,8.682127,"[""Short trip"",""One week"",""Weekend""]",Mid-range,4,2,3,1,4,4,3,5,2,Generally safe,"4,5,9,10"
e9ab4504-37ce-497c-8696-d4e7a6b7ca99,Cologne,Germany,Europe,The Cologne Cathedral is a UNESCO World Heritage site and one of Germany?s most iconic landmarks.,50.936662,6.959955,"[""Short trip"",""Weekend"",""One week""]",Mid-range,4,2,3,1,4,4,3,4,2,Generally safe,"4,5,9,10"
2e571a74-7af3-487a-8762-575dbec7879c,Hamburg,Germany,Europe,"Hamburg boasts a lively arts scene, modern architecture, and historic Speicherstadt.",53.550278,9.993681,"[""Short trip"",""One week"",""Weekend""]",Mid-range,4,3,3,2,4,4,3,5,2,Generally safe,"4,5,9,10"
07fc1892-fefc-441c-90b1-26bf8784ead0,Dresden,Germany,Europe,"The city was heavily bombed in WWII but has been beautifully restored, with notable landmarks like the Zwinger Palace.",51.051005,13.737234,"[""Short trip"",""Weekend""]",Mid-range,5,2,2,1,3,3,3,4,2,Generally safe,"4,5,9,10"
6f506969-fc91-4816-81fd-ff48a2841663,Heidelberg,Germany,Europe,"A romantic riverside city with a famous university, captivating castle, and cobblestone streets.",49.405154,8.691038,"[""Short trip"",""Weekend""]",Mid-range,5,2,4,1,3,4,3,3,4,Generally safe,"4,5,9,10"
a4ee902c-7cb1-4e31-aaf8-c3f78dcae557,Rothenburg ob der Tauber,Germany,Europe,"A fairy-tale destination with cobblestone streets, medieval architecture, and vibrant festivals.",49.443589,10.090444,"[""Weekend""]",Mid-range,5,2,2,1,1,3,2,2,3,Generally safe,"4,5,9,10"
be4e1f83-894f-4f35-938a-d59ac9082acf,Monaco-Ville,Monaco,Europe,"Perched on a rocky promontory, Monaco-Ville offers stunning views and historic landmarks.",45.437078,7.426435,"[""Weekend""]",Luxury,4,2,2,3,5,4,4,5,1,Generally safe,"4,5,9,10"
02ab7d0a-5277-4a95-bc18-91fb4a8de382,Moscow,Russia,Europe,Russia's bustling capital with a rich history and impressive landmarks.,55.755796,37.617315,"[""One week"",""Short trip""]",Mid-range,5,3,2,1,4,4,3,5,2,"Generally safe, but be aware of pickpockets","5,6,9,10"
e9668a82-1bf8-4723-b933-a9df96a84eb8,St. Petersburg,Russia,Europe,Known for its stunning architecture and cultural heritage.,59.934083,30.335285,"[""Short trip"",""One week""]",Mid-range,5,2,2,1,4,4,3,5,1,"Generally safe, but be aware of pickpockets","5,6,9,10"
627de43c-1af0-49c1-9667-a8e8ce9ad449,Sochi,Russia,Europe,Popular destination for beachgoers and winter sports enthusiasts.,43.565133,39.60304,"[""Short trip"",""One week""]",Mid-range,2,4,4,5,4,3,4,3,2,"Generally safe, but be aware of pickpockets","6,7,8"
1bcd2cde-5c55-44a3-bf6b-74ff3dbac5ed,Kazan,Russia,Europe,Known for its rich history and cultural diversity.,55.794722,49.111389,"[""Short trip"",""Weekend""]",Mid-range,5,2,2,2,3,3,3,4,2,Generally safe,"5,6,9,10"
e445410c-3235-443b-8b07-9a04b027bebe,Trieste,Italy,Europe,"A coastal city blending Italian, Slavic and Austrian heritage, with elegant squares and a scenic seafront.",45.6495,13.7768,"[""One week"",""Short trip""]",Mid-range,4,3,4,2,3,3,2,3,3,Generally safe,"5,6,9,10"
09d709f1-a64d-4080-8de7-4aa65e2c3b2b,Athens,Greece,Europe,"Capital city known for ancient ruins, museums, and vibrant nightlife.",37.979452,23.716217,"[""One week"",""Short trip"",""Weekend""]",Mid-range,5,3,3,3,4,5,3,4,2,"Generally safe, but watch out for pickpockets","4,5,9,10"
a3bf8024-5288-464c-8ac9-81f1cd9b9b29,Nafplio,Greece,Europe,"Historic city known for Venetian fortress, charming streets, and beaches.",37.571111,22.767778,"[""Short trip"",""Weekend"",""Day trip""]",Mid-range,4,3,4,3,3,4,3,3,4,Generally safe,"4,5,9,10"
052148e4-1f14-4e20-b55e-e9b71153c03e,Lisbon,Portugal,Europe,"Capital city known for its historic center, Seven Hills, and vibrant nightlife.",38.710825,-9.136136,"[""Weekend"",""One week"",""Short trip""]",Mid-range,5,3,3,3,4,5,3,4,2,"Generally safe, but watch out for pickpockets","4,5,9,10"
f5e0beb0-52e1-402f-a2b3-6b7cafc23cbd,Porto,Portugal,Europe,"Coastal city known for its wine cellars, historic center, and beautiful riverfront.",41.149631,-8.610975,"[""Weekend"",""One week"",""Short trip""]",Mid-range,4,3,3,3,4,5,3,4,3,Generally safe,"4,5,9,10"
530ebc77-08d8-4b39-a231-1d1230ff2a7c,Sintra,Portugal,Europe,"Historic town known for Pena National Palace, Moorish Castle, and romantic atmosphere.",38.730825,-9.360576,"[""Day trip"",""Weekend"",""Short trip""]",Mid-range,5,3,5,2,2,4,3,3,4,Generally safe,"4,5,9,10"
25a750fd-8064-44f4-88d8-8a84b117c3a6,Óbidos,Portugal,Europe,"Medieval walled town with cobblestone streets, colorful houses, and a charming atmosphere.",39.382114,-8.895664,"[""Weekend""]",Mid-range,5,1,2,2,1,3,2,1,4,Generally safe,"4,5,9,10"
78a2e53b-e752-4e99-8ccf-4a5b858f69b6,Aveiro,Portugal,Europe,"Coastal city known for its canals, colorful boats, and beautiful beaches.",40.64275,-8.65109,"[""Weekend""]",Mid-range,3,2,3,4,2,3,3,3,2,Generally safe,"4,5,9,10"
681debfe-58d8-495e-9582-8013758735ea,Braga,Portugal,Europe,"Historic city known for Roman ruins, baroque architecture, and beautiful scenery.",41.537114,-8.422754,"[""Short trip"",""Weekend""]",Mid-range,4,2,3,2,3,4,3,3,3,Generally safe,"4,5,9,10"
6d95759b-c0fe-447c-999a-26b66456d215,Coimbra,Portugal,Europe,"University city known for its historic center, beautiful architecture, and lively atmosphere.",40.205978,-8.410443,"[""Weekend"",""Short trip""]",Budget,5,2,3,2,3,3,2,3,2,Generally safe,"4,5,9,10"
c637638c-0f85-4d0a-904a-76978fc14652,Oslo,Norway,Europe,"The capital city, known for its museums, parks, and vibrant cultural scene.",59.913868,10.751964,"[""Weekend"",""One week"",""Short trip""]",Luxury,4,3,4,2,3,4,4,4,3,Generally safe,"5,6,9,10"
a3f91db0-9e8f-4ae5-99d4-48084d983242,Bergen,Norway,Europe,"A coastal city known for its colorful wooden houses, fish market, and scenic fjords.",60.395186,5.324015,"[""Weekend"",""One week"",""Short trip""]",Luxury,4,4,5,2,3,3,3,3,4,Generally safe,"5,6,9,10"
d003f522-fa13-4235-b84c-dabeae7c0df7,Tromsø,Norway,Europe,"The northernmost city in Norway, known for its Arctic Circle location and Northern Lights.",69.649328,18.955689,"[""One week"",""Short trip""]",Luxury,3,4,5,2,3,3,3,3,4,Generally safe,"5,6,9,10"
330defb4-0bd2-48bc-8bc5-dc785bb62c0f,Flåm,Norway,Europe,"A picturesque village at the end of the Flåm Valley, known for its scenic train journey and fjord cruises.",60.730556,7.024444,"[""Weekend"",""Short trip""]",Mid-range,2,5,5,1,1,2,3,1,5,Generally safe,"6,7,8"
9d9edbe6-c616-419c-80b7-d4c3848e14fa,Stockholm,Sweden,Europe,"The capital city, known for its archipelago, museums, and vibrant culture.",59.329302,18.068581,"[""Weekend"",""One week"",""Short trip""]",Luxury,4,3,4,2,4,4,3,5,3,Generally safe,"5,6,9,10"
4fafec67-12ca-4be3-974d-ce8b25cda135,Gothenburg,Sweden,Europe,"Sweden's second-largest city, known for its harbor, museums, and vibrant nightlife.",57.708863,11.973339,"[""Weekend"",""One week"",""Short trip""]",Mid-range,4,3,4,3,3,4,3,4,3,Generally safe,"5,6,9,10"
ee162c82-afdc-4300-a549-b8c52a5d316b,Malmö,Sweden,Europe,"A coastal city known for its modern architecture, museums, and vibrant arts scene.",55.609934,13.007758,"[""Short trip"",""Weekend""]",Mid-range,4,3,3,3,3,4,3,4,2,Generally safe,"5,6,9,10"
449cf87f-697f-4a6e-808e-ab519798b5cd,Positano,Italy,Europe,"A cliffside village on the Amalfi Coast, famous for pastel houses, beaches and seafood.",40.628,14.485,"[""Weekend""]",Mid-range,2,3,4,4,1,3,3,1,4,Generally safe,"5,6,9,10"
6d6f8963-a627-425f-be04-b14023d87f0f,Visby,Sweden,Europe,"A medieval walled city on the island of Gotland, known for its ruins, cobblestone streets, and summer festivals.",57.744674,18.285443,"[""Weekend"",""Short trip""]",Mid-range,5,2,3,3,3,3,3,2,3,Generally safe,"5,6,9,10"
57f279fa-d79e-432c-bb01-b1c9f97460ce,Uppsala,Sweden,Europe,"A university city known for its cathedral, castle, and museums.",59.858134,17.638943,"[""Weekend""]",Mid-range,4,2,2,2,4,3,2,3,2,Generally safe,"5,6,9,10"
07c81cb5-db15-49ab-88e8-c3068df82158,Kiruna,Sweden,Europe,"The northernmost city in Sweden, located above the Arctic Circle, and known for its mining industry and winter activities.",67.853244,20.236394,"[""Short trip"",""One week""]",Mid-range,2,5,5,1,1,2,3,2,5,Generally safe,"5,6,9,10"
7247116a-0623-49ff-8d44-a611309087ae,Zurich,Switzerland,Europe,"The largest city in Switzerland, known for its financial district, museums, and beautiful lakefront.",47.376881,8.541694,"[""Short trip"",""Weekend"",""One week""]",Luxury,4,3,4,1,3,4,4,5,2,Generally safe,"4,5,9,10"
d6944575-9977-43fc-b09c-36444b0fb80c,Geneva,Switzerland,Europe,"A cosmopolitan city on Lake Geneva, known for its international organizations, museums, and beautiful scenery.",46.204391,6.147435,"[""Short trip"",""One week""]",Luxury,4,3,4,2,3,4,4,5,1,Generally safe,"4,5,9,10"
0e2d3471-b726-4c21-a09a-9340ba501680,Lucerne,Switzerland,Europe,"A picturesque city on Lake Lucerne, known for its historic center, Chapel Bridge, and Lion Monument.",47.051389,8.306944,"[""Short trip"",""One week""]",Luxury,4,4,5,2,2,3,4,3,3,Generally safe,"4,5,9,10"
84f211e5-8d4e-4445-a635-92e7364f14c2,Interlaken,Switzerland,Europe,"A popular resort town in the Bernese Alps, known for its outdoor activities like hiking, skiing, and paragliding.",46.680278,7.855833,"[""Short trip"",""One week""]",Mid-range,1,5,5,2,2,3,4,1,3,Generally safe,"4,5,9,10"
0a02f292-0c18-45ac-a6f0-983e7a292307,Zermatt,Switzerland,Europe,"A car-free town in the Swiss Alps, known for its Matterhorn peak, skiing, and hiking.",46.051389,7.7025,"[""One week"",""Short trip""]",Luxury,3,5,5,1,2,4,4,2,4,Generally safe,"1,2,3,6,7,8,9,12"
12cffa28-1260-4010-be0f-08734126fee5,Gruyères,Switzerland,Europe,"A charming medieval town known for its Gruyère cheese, castle, and chocolate factory.",46.522222,7.034722,"[""Weekend""]",Mid-range,4,3,4,1,1,5,3,1,4,Generally safe,"4,5,9,10"
f59739ce-f92c-45d3-88a7-84ee4820f64b,Montreux,Switzerland,Europe,"A town on Lake Geneva, known for its jazz festival, vineyards, and beautiful scenery.",46.520278,6.923611,"[""Weekend"",""Short trip""]",Luxury,4,2,4,2,3,4,4,3,3,Generally safe,"4,5,9,10"
b3235b22-6233-48b9-afbf-24fb7ae44699,Istanbul,Turkey,Europe,"A historic city straddling Europe and Asia, known for its Hagia Sophia, Blue Mosque, and Grand Bazaar.",41.008238,28.978359,"[""Long trip"",""One week"",""Short trip""]",Mid-range,5,3,3,2,4,5,3,5,2,"Generally safe, but be aware of pickpockets","4,5,9,10"
7ac4bd87-eab5-4a3d-ab9f-9c026d305baa,Antalya,Turkey,Europe,"A popular coastal city known for its beaches, ancient ruins, and vibrant nightlife.",36.522512,30.703761,"[""Short trip"",""One week""]",Mid-range,4,4,4,5,4,4,4,3,3,Generally safe,"4,5,9,10"
8e5a610e-465f-451e-9564-b9721d5ed70d,Bodrum,Turkey,Europe,"A popular coastal town known for its beaches, nightlife, and ancient ruins.",37.134596,27.384188,"[""Short trip"",""One week""]",Mid-range,3,3,3,5,5,4,4,3,2,Generally safe,"4,5,9,10"
7bc91df4-8cef-4ee8-8b10-1a3bbf7b6660,Fethiye,Turkey,Europe,"A coastal town known for its beaches, ancient ruins, and boat trips to nearby islands.",36.686944,28.9575,"[""Short trip"",""One week""]",Mid-range,2,4,5,5,3,3,4,2,3,Generally safe,"4,5,9,10"
1de267bb-3749-48d0-8148-82873fc2a075,Kyiv,Ukraine,Europe,"The capital city, known for its historic architecture, museums, and vibrant culture.",50.45466,30.523842,"[""Weekend"",""One week"",""Short trip""]",Budget,4,3,3,1,4,4,3,4,2,"Generally safe, but be aware of ongoing conflict","5,6,9,10"
1fa1737c-364c-478b-ae88-e859ad947ea7,Lviv,Ukraine,Europe,"A historic city known for its medieval architecture, coffee shops, and vibrant atmosphere.",49.839973,23.989223,"[""Weekend"",""One week"",""Short trip""]",Budget,5,2,3,1,3,4,3,3,3,Generally safe,"5,6,9,10"
